account_id,customer_id,bank_name,account_type,balance,open_date
ACC0002262,CUST0000064,Standard Chartered,Savings,178433.11,2019-05-17
ACC0002263,CUST0001998,Citibank,Savings,386594.05,2022-10-25
ACC0002264,CUST0002529,JPMorgan Chase,Savings,323819.48,2021-12-31
ACC0002265,CUST0001101,First Bank Nigeria,Current,161526.05,2018-03-06
ACC0002266,CUST0002219,Access Bank,Savings,225355.57,2023-12-17
ACC0002267,CUST0002505,Access Bank,Current,60615.14,2022-11-20
ACC0002268,CUST0000529,First Bank Nigeria,Credit,354291.52,2023-06-26
ACC0002269,CUST0002831,First Bank Nigeria,Current,109600.31,2021-08-07
ACC0002270,CUST0001358,Citibank,Credit,129182.45,2024-10-23
ACC0002271,CUST0001661,First Bank Nigeria,Current,93550.02,2024-03-19
ACC0002272,CUST0001637,Access Bank,Credit,498522.74,2020-04-16
ACC0002273,CUST0001785,UBA,Credit,168651.24,2019-08-13
ACC0002274,CUST0002386,Barclays,Savings,417346.58,2022-12-10
ACC0002275,CUST0001714,Barclays,Savings,301058.17,2024-09-04
ACC0002276,CUST0001170,JPMorgan Chase,Credit,461053.86,2019-01-21
ACC0002277,CUST0002545,Standard Chartered,Credit,274586.13,2021-02-07
ACC0002278,CUST0001415,JPMorgan Chase,Savings,102612.42,2020-07-20
ACC0002279,CUST0002186,Citibank,Savings,484429.23,2022-05-22
ACC0002280,CUST0001172,Access Bank,Credit,427343.33,2019-06-24
ACC0002281,CUST0000567,Citibank,Current,48862.97,2022-10-24
ACC0002282,CUST0001233,Access Bank,Credit,300013.65,2020-08-15
ACC0002283,CUST0000328,Citibank,Credit,2677.09,2021-03-11
ACC0002284,CUST0002900,Barclays,Current,444437.83,2022-12-04
ACC0002285,CUST0000541,Standard Chartered,Current,16098.13,2023-08-02
ACC0002286,CUST0000606,Standard Chartered,Current,192432.58,2020-01-03
ACC0002287,CUST0000464,Barclays,Credit,332526.66,2022-03-15
ACC0002288,CUST0001175,Access Bank,Savings,20828.61,2022-04-01
ACC0002289,CUST0000054,Standard Chartered,Savings,183606.18,2020-05-27
ACC0002290,CUST0001198,Standard Chartered,Credit,424287.68,2022-10-13
ACC0002291,CUST0002783,Citibank,Savings,379843.5,2022-02-15
ACC0002292,CUST0002560,Access Bank,Savings,403368.88,2019-10-30
ACC0002293,CUST0001641,Access Bank,Current,378365.86,2018-04-03
ACC0002294,CUST0002421,UBA,Current,250698.62,2019-04-08
ACC0002295,CUST0001252,JPMorgan Chase,Savings,181479.83,2020-01-21
ACC0002296,CUST0000644,UBA,Credit,156813.26,2020-03-04
ACC0002297,CUST0001156,JPMorgan Chase,Savings,90677.9,2018-09-08
ACC0002298,CUST0001406,First Bank Nigeria,Current,57624.25,2020-12-14
ACC0002299,CUST0002484,First Bank Nigeria,Current,213317.49,2020-09-25
ACC0002300,CUST0000022,Standard Chartered,Current,229795.88,2018-02-20
ACC0002301,CUST0000536,JPMorgan Chase,Savings,180735.65,2018-04-25
ACC0002302,CUST0000120,First Bank Nigeria,Savings,312377.41,2020-12-22
ACC0002303,CUST0000115,HSBC,Savings,122159.5,2024-01-18
ACC0002304,CUST0002728,JPMorgan Chase,Current,438717.14,2024-06-26
ACC0002305,CUST0002015,UBA,Credit,366327.31,2021-06-28
ACC0002306,CUST0002525,Barclays,Current,470017.32,2023-06-19
ACC0002307,CUST0000653,First Bank Nigeria,Credit,327729.4,2022-06-27
ACC0002308,CUST0001035,Barclays,Current,51497.89,2022-08-13
ACC0002309,CUST0000039,Standard Chartered,Credit,151497.53,2021-10-25
ACC0002310,CUST0000234,Citibank,Credit,34980.7,2024-05-26
ACC0002311,CUST0000166,Citibank,Credit,264393.99,2020-12-18
ACC0002312,CUST0000467,JPMorgan Chase,Credit,55067.61,2020-07-16
ACC0002313,CUST0000524,First Bank Nigeria,Savings,242465.95,2024-06-01
ACC0002314,CUST0002214,Barclays,Current,46503.17,2020-12-25
ACC0002315,CUST0001945,Access Bank,Current,418317.21,2020-07-18
ACC0002316,CUST0001544,Barclays,Current,185793.73,2019-06-27
ACC0002317,CUST0002807,Barclays,Savings,25966.4,2022-04-15
ACC0002318,CUST0000079,First Bank Nigeria,Savings,150813.61,2018-03-31
ACC0002319,CUST0001401,UBA,Savings,227393.85,2022-03-21
ACC0002320,CUST0002597,First Bank Nigeria,Credit,322646.74,2019-02-14
ACC0002321,CUST0000901,Barclays,Credit,30314.92,2022-08-24
ACC0002322,CUST0000635,Standard Chartered,Current,153813.61,2022-09-20
ACC0002323,CUST0000373,UBA,Current,451689.79,2024-09-04
ACC0002324,CUST0002417,HSBC,Savings,438289.11,2019-04-14
ACC0002325,CUST0002313,Standard Chartered,Savings,473501.32,2024-08-01
ACC0002326,CUST0001151,Citibank,Savings,198704.96,2019-05-22
ACC0002327,CUST0002981,Access Bank,Savings,354299.88,2018-10-07
ACC0002328,CUST0001419,First Bank Nigeria,Current,146481.1,2020-04-26
ACC0002329,CUST0000940,Access Bank,Credit,146112.67,2024-04-26
ACC0002330,CUST0001544,Citibank,Credit,1873.13,2020-02-11
ACC0002331,CUST0001171,Standard Chartered,Credit,288823.27,2023-02-03
ACC0002332,CUST0001178,JPMorgan Chase,Current,271671.42,2020-11-29
ACC0002333,CUST0000156,Barclays,Current,170878.13,2018-01-29
ACC0002334,CUST0000575,Citibank,Current,378484.87,2024-11-23
ACC0002335,CUST0002365,Barclays,Savings,316831.99,2019-03-08
ACC0002336,CUST0000963,JPMorgan Chase,Savings,96691.24,2023-03-24
ACC0002337,CUST0001590,Access Bank,Savings,440012.01,2018-05-29
ACC0002338,CUST0002731,Access Bank,Current,64738.87,2020-03-22
ACC0002339,CUST0002692,Standard Chartered,Savings,79805.87,2018-05-15
ACC0002340,CUST0002046,Citibank,Current,286037.72,2019-07-03
ACC0002341,CUST0000165,HSBC,Current,125644.19,2023-04-20
ACC0002342,CUST0000081,Access Bank,Current,374650.74,2022-02-28
ACC0002343,CUST0000670,Citibank,Savings,263249.42,2019-03-14
ACC0002344,CUST0002555,Access Bank,Credit,497591.05,2021-04-04
ACC0002345,CUST0001613,HSBC,Credit,73083.35,2019-11-04
ACC0002346,CUST0002503,JPMorgan Chase,Credit,258757.83,2020-03-05
ACC0002347,CUST0002017,HSBC,Savings,34133.58,2023-11-29
ACC0002348,CUST0001522,First Bank Nigeria,Credit,82366.26,2021-10-18
ACC0002349,CUST0002310,Access Bank,Current,475660.99,2022-01-15
ACC0002350,CUST0001857,Standard Chartered,Credit,283061.45,2020-02-24
ACC0002351,CUST0002138,Barclays,Savings,87115.02,2020-01-24
ACC0002352,CUST0000215,UBA,Savings,183753.57,2021-10-05
ACC0002353,CUST0000724,JPMorgan Chase,Credit,145344.6,2024-10-17
ACC0002354,CUST0001775,Citibank,Savings,398147.53,2020-01-29
ACC0002355,CUST0001235,Citibank,Credit,196523.46,2018-06-24
ACC0002356,CUST0002974,JPMorgan Chase,Savings,94476.89,2018-06-01
ACC0002357,CUST0000010,Access Bank,Current,375123.58,2018-06-22
ACC0002358,CUST0000342,Citibank,Current,23089.24,2020-10-13
ACC0002359,CUST0002824,HSBC,Current,287180.89,2024-07-05
ACC0002360,CUST0000776,Barclays,Current,399377.22,2019-08-15
ACC0002361,CUST0002554,Access Bank,Credit,317256.72,2019-10-17
ACC0002362,CUST0002034,HSBC,Credit,129150.83,2018-10-08
ACC0002363,CUST0001520,Barclays,Savings,107587.92,2018-02-26
ACC0002364,CUST0000846,Barclays,Savings,470521.85,2024-01-11
ACC0002365,CUST0000615,Standard Chartered,Savings,268253.47,2024-10-22
ACC0002366,CUST0002218,Barclays,Credit,30452.33,2018-02-09
ACC0002367,CUST0000103,HSBC,Savings,439572.58,2021-02-19
ACC0002368,CUST0000777,UBA,Current,389752.51,2020-08-12
ACC0002369,CUST0002480,HSBC,Current,352479.07,2020-06-14
ACC0002370,CUST0000268,JPMorgan Chase,Current,41488.98,2020-09-16
ACC0002371,CUST0002516,Standard Chartered,Credit,424981.64,2024-02-03
ACC0002372,CUST0000664,Citibank,Current,448362.74,2022-09-13
ACC0002373,CUST0000069,Standard Chartered,Savings,451906.66,2020-07-07
ACC0002374,CUST0001331,First Bank Nigeria,Credit,268009.11,2023-03-28
ACC0002375,CUST0001704,JPMorgan Chase,Credit,71618.15,2024-11-02
ACC0002376,CUST0002056,HSBC,Savings,49933.85,2020-12-25
ACC0002377,CUST0000017,JPMorgan Chase,Credit,442275.17,2022-03-13
ACC0002378,CUST0001195,UBA,Current,150902.41,2024-03-08
ACC0002379,CUST0000467,JPMorgan Chase,Credit,208798.61,2023-07-05
ACC0002380,CUST0000564,Standard Chartered,Credit,21223.71,2021-07-28
ACC0002381,CUST0002336,HSBC,Current,218626.99,2020-02-04
ACC0002382,CUST0001536,First Bank Nigeria,Current,120586.38,2024-09-25
ACC0002383,CUST0001687,Barclays,Credit,14211.21,2022-12-17
ACC0002384,CUST0002980,Barclays,Current,146683.64,2021-07-02
ACC0002385,CUST0001990,JPMorgan Chase,Savings,386601.91,2022-01-15
ACC0002386,CUST0001871,Standard Chartered,Credit,351613.3,2018-08-02
ACC0002387,CUST0000468,First Bank Nigeria,Credit,317999.99,2018-03-01
ACC0002388,CUST0002387,Citibank,Current,98928.56,2023-02-02
ACC0002389,CUST0000875,Standard Chartered,Current,436932.72,2023-06-20
ACC0002390,CUST0002564,Barclays,Credit,235108.61,2024-01-14
ACC0002391,CUST0001901,Citibank,Savings,416512.24,2019-07-16
ACC0002392,CUST0001814,Access Bank,Savings,371986.82,2022-06-18
ACC0002393,CUST0001041,Standard Chartered,Current,232250.01,2018-11-12
ACC0002394,CUST0001602,Barclays,Savings,6992.09,2024-01-11
ACC0002395,CUST0002438,HSBC,Current,187147.39,2024-02-18
ACC0002396,CUST0000761,First Bank Nigeria,Credit,383087.67,2022-09-22
ACC0002397,CUST0002244,Standard Chartered,Current,324686.59,2021-04-12
ACC0002398,CUST0001627,First Bank Nigeria,Credit,325770.34,2019-04-10
ACC0002399,CUST0001131,UBA,Credit,223344.66,2022-10-21
ACC0002400,CUST0000664,JPMorgan Chase,Savings,79572.87,2020-03-10
ACC0002401,CUST0001688,Access Bank,Savings,169557.36,2024-07-27
ACC0002402,CUST0001963,Citibank,Savings,299214.99,2020-07-15
ACC0002403,CUST0002061,Access Bank,Savings,182395.01,2023-08-09
ACC0002404,CUST0002052,Citibank,Current,362743.95,2021-11-22
ACC0002405,CUST0001984,HSBC,Credit,160137.17,2019-08-31
ACC0002406,CUST0001523,Citibank,Current,342038.44,2023-02-15
ACC0002407,CUST0000940,First Bank Nigeria,Credit,464407.27,2022-02-06
ACC0002408,CUST0001121,Access Bank,Credit,128232.19,2024-11-30
ACC0002409,CUST0001291,Barclays,Savings,405142.28,2018-07-29
ACC0002410,CUST0001177,Barclays,Current,365671.02,2024-08-30
ACC0002411,CUST0002807,Access Bank,Current,395946.83,2020-03-21
ACC0002412,CUST0001813,JPMorgan Chase,Current,132868.74,2018-08-03
ACC0002413,CUST0001038,Access Bank,Savings,442173.19,2023-08-31
ACC0002414,CUST0001941,Standard Chartered,Current,377827.82,2022-10-15
ACC0002415,CUST0000791,Barclays,Savings,430440.4,2023-07-01
ACC0002416,CUST0000761,Standard Chartered,Current,219979.83,2021-08-18
ACC0002417,CUST0001090,First Bank Nigeria,Savings,472099.49,2023-12-28
ACC0002418,CUST0000241,JPMorgan Chase,Current,274984.5,2021-11-28
ACC0002419,CUST0001302,First Bank Nigeria,Current,184484.33,2024-05-03
ACC0002420,CUST0001190,Citibank,Savings,319068.75,2018-12-16
ACC0002421,CUST0000132,Barclays,Savings,172622.71,2024-10-23
ACC0002422,CUST0001428,JPMorgan Chase,Current,210599.56,2020-10-23
ACC0002423,CUST0000945,HSBC,Credit,448168.51,2020-07-11
ACC0002424,CUST0001868,Standard Chartered,Current,412347.01,2022-03-30
ACC0002425,CUST0000307,Access Bank,Credit,276241.87,2020-03-15
ACC0002426,CUST0001427,Barclays,Current,272764.55,2018-09-10
ACC0002427,CUST0001588,Standard Chartered,Current,365090.17,2018-06-10
ACC0002428,CUST0002772,JPMorgan Chase,Savings,289996.11,2020-08-18
ACC0002429,CUST0002363,Access Bank,Current,326499.54,2020-05-12
ACC0002430,CUST0001378,First Bank Nigeria,Credit,246457.57,2021-01-21
ACC0002431,CUST0002359,JPMorgan Chase,Current,387728.23,2024-09-27
ACC0002432,CUST0001970,Access Bank,Current,384950.51,2022-05-03
ACC0002433,CUST0000149,UBA,Credit,266428.22,2018-02-27
ACC0002434,CUST0000890,First Bank Nigeria,Current,222597.23,2023-12-09
ACC0002435,CUST0002365,JPMorgan Chase,Current,149944.71,2023-05-10
ACC0002436,CUST0002722,HSBC,Current,270353.21,2019-10-02
ACC0002437,CUST0002465,First Bank Nigeria,Credit,252644.71,2018-06-27
ACC0002438,CUST0001645,JPMorgan Chase,Savings,292529.8,2018-11-11
ACC0002439,CUST0001704,HSBC,Savings,164068.53,2023-07-22
ACC0002440,CUST0000182,Standard Chartered,Savings,362620.22,2023-09-04
ACC0002441,CUST0000356,UBA,Credit,76670.95,2023-02-04
ACC0002442,CUST0001750,JPMorgan Chase,Savings,59712.07,2023-03-20
ACC0002443,CUST0001492,Standard Chartered,Current,135106.79,2024-09-29
ACC0002444,CUST0002445,Access Bank,Credit,93484.0,2019-04-13
ACC0002445,CUST0002603,HSBC,Savings,413860.0,2021-02-21
ACC0002446,CUST0000498,First Bank Nigeria,Current,254018.84,2018-04-27
ACC0002447,CUST0002733,Barclays,Current,204518.7,2023-05-16
ACC0002448,CUST0002386,Barclays,Credit,476789.95,2019-11-07
ACC0002449,CUST0001314,Citibank,Current,202505.35,2020-07-25
ACC0002450,CUST0001937,UBA,Credit,52070.93,2019-07-20
ACC0002451,CUST0001545,Citibank,Savings,371347.25,2023-05-24
ACC0002452,CUST0001409,HSBC,Credit,330384.41,2019-10-07
ACC0002453,CUST0001406,Citibank,Savings,483093.22,2018-09-02
ACC0002454,CUST0001271,JPMorgan Chase,Credit,49417.3,2024-09-04
ACC0002455,CUST0001482,First Bank Nigeria,Current,178445.53,2018-07-18
ACC0002456,CUST0000206,UBA,Savings,299467.13,2022-09-15
ACC0002457,CUST0000790,UBA,Current,361750.3,2022-01-10
ACC0002458,CUST0001228,First Bank Nigeria,Savings,476562.46,2021-02-15
ACC0002459,CUST0002002,Barclays,Savings,225966.69,2022-04-04
ACC0002460,CUST0001786,UBA,Current,69505.06,2020-03-11
ACC0002461,CUST0000074,JPMorgan Chase,Savings,158712.92,2020-10-01
ACC0002462,CUST0000092,Access Bank,Current,18016.78,2019-09-30
ACC0002463,CUST0002145,Access Bank,Savings,117862.65,2023-01-22
ACC0002464,CUST0000328,JPMorgan Chase,Current,88175.03,2024-06-07
ACC0002465,CUST0001732,JPMorgan Chase,Credit,164931.49,2023-01-21
ACC0002466,CUST0001088,Access Bank,Savings,39261.81,2020-01-02
ACC0002467,CUST0000742,HSBC,Credit,481089.17,2021-10-20
ACC0002468,CUST0001602,Standard Chartered,Savings,240760.33,2022-06-07
ACC0002469,CUST0000140,Standard Chartered,Credit,339786.88,2021-10-04
ACC0002470,CUST0002611,Access Bank,Credit,254344.09,2021-07-31
ACC0002471,CUST0002280,UBA,Credit,441816.38,2023-11-15
ACC0002472,CUST0001662,Barclays,Savings,291780.71,2022-11-06
ACC0002473,CUST0000373,Barclays,Savings,31109.8,2020-04-04
ACC0002474,CUST0000204,Access Bank,Credit,470940.13,2021-06-05
ACC0002475,CUST0001336,First Bank Nigeria,Savings,304364.25,2021-03-30
ACC0002476,CUST0000334,UBA,Credit,54783.55,2024-11-30
ACC0002477,CUST0000753,Standard Chartered,Savings,356087.42,2019-05-07
ACC0002478,CUST0001267,UBA,Credit,3696.21,2024-10-09
ACC0002479,CUST0002671,HSBC,Savings,115431.83,2022-12-03
ACC0002480,CUST0000647,JPMorgan Chase,Savings,284503.02,2019-11-03
ACC0002481,CUST0001481,First Bank Nigeria,Credit,191843.1,2024-09-07
ACC0002482,CUST0000404,Barclays,Savings,142973.6,2020-02-09
ACC0002483,CUST0001541,First Bank Nigeria,Savings,107707.01,2023-07-29
ACC0002484,CUST0001784,UBA,Credit,133746.07,2023-10-15
ACC0002485,CUST0002562,UBA,Credit,106472.7,2024-12-07
ACC0002486,CUST0000214,UBA,Savings,193313.38,2023-03-19
ACC0002487,CUST0000830,UBA,Credit,233453.49,2021-06-08
ACC0002488,CUST0000658,First Bank Nigeria,Credit,496794.69,2021-09-28
ACC0002489,CUST0000623,UBA,Savings,366690.04,2021-06-30
ACC0002490,CUST0000465,Citibank,Current,40086.82,2018-12-23
ACC0002491,CUST0001751,HSBC,Current,59760.97,2021-02-11
ACC0002492,CUST0001688,Barclays,Credit,130659.09,2023-04-10
ACC0002493,CUST0002777,Standard Chartered,Savings,163310.17,2020-08-06
ACC0002494,CUST0002356,First Bank Nigeria,Current,307132.46,2018-05-26
ACC0002495,CUST0001492,Standard Chartered,Current,253691.04,2020-12-23
ACC0002496,CUST0000427,Standard Chartered,Current,162448.74,2022-02-03
ACC0002497,CUST0001827,Access Bank,Credit,48504.54,2024-11-22
ACC0002498,CUST0000013,First Bank Nigeria,Credit,478548.53,2022-03-21
ACC0002499,CUST0002998,Standard Chartered,Current,285703.57,2019-04-26
ACC0002500,CUST0000330,Citibank,Credit,409060.27,2022-11-24
ACC0002501,CUST0000421,First Bank Nigeria,Savings,270113.53,2023-08-04
ACC0002502,CUST0002481,Access Bank,Current,206620.94,2019-10-19
ACC0002503,CUST0001639,Access Bank,Savings,495316.75,2018-03-03
ACC0002504,CUST0002390,JPMorgan Chase,Current,255115.72,2022-01-10
ACC0002505,CUST0000042,Standard Chartered,Savings,39065.18,2018-11-12
ACC0002506,CUST0001642,Barclays,Savings,466599.46,2024-04-10
ACC0002507,CUST0002921,UBA,Credit,330528.72,2018-04-21
ACC0002508,CUST0002564,Standard Chartered,Savings,270342.35,2024-12-25
ACC0002509,CUST0001505,HSBC,Savings,257767.19,2022-04-05
ACC0002510,CUST0001375,UBA,Current,63632.06,2024-01-01
ACC0002511,CUST0001341,Standard Chartered,Savings,56368.86,2019-07-11
ACC0002512,CUST0000911,JPMorgan Chase,Current,389911.78,2023-11-26
ACC0002513,CUST0001860,First Bank Nigeria,Credit,450251.52,2021-02-25
ACC0002514,CUST0001485,Access Bank,Credit,81542.93,2018-04-25
ACC0002515,CUST0001467,UBA,Current,67690.78,2021-03-25
ACC0002516,CUST0000321,First Bank Nigeria,Savings,429573.47,2022-07-10
ACC0002517,CUST0002049,Standard Chartered,Savings,297780.47,2019-08-16
ACC0002518,CUST0000530,Standard Chartered,Current,416378.52,2022-06-16
ACC0002519,CUST0000136,JPMorgan Chase,Credit,8280.69,2019-12-31
ACC0002520,CUST0000939,HSBC,Credit,121890.75,2021-10-16
ACC0002521,CUST0001144,HSBC,Savings,79540.5,2023-01-18
ACC0002522,CUST0001907,HSBC,Current,496012.42,2019-09-27
ACC0002523,CUST0001522,Standard Chartered,Savings,323271.39,2023-06-06
ACC0002524,CUST0002993,Standard Chartered,Current,362345.53,2019-02-10
ACC0002525,CUST0002660,Barclays,Savings,340093.82,2018-04-23
ACC0002526,CUST0001581,JPMorgan Chase,Credit,247252.79,2022-11-23
ACC0002527,CUST0002619,Standard Chartered,Credit,68492.38,2021-10-19
ACC0002528,CUST0001879,First Bank Nigeria,Savings,231988.78,2019-05-07
ACC0002529,CUST0000200,Barclays,Credit,453527.28,2022-09-06
ACC0002530,CUST0000353,Barclays,Credit,481887.9,2024-05-27
ACC0002531,CUST0000721,JPMorgan Chase,Credit,329926.18,2019-10-26
ACC0002532,CUST0000159,Barclays,Credit,181327.72,2020-01-14
ACC0002533,CUST0000192,Barclays,Savings,472170.77,2021-04-07
ACC0002534,CUST0000885,UBA,Credit,85310.87,2023-02-04
ACC0002535,CUST0000709,Citibank,Savings,166058.03,2021-12-09
ACC0002536,CUST0000060,First Bank Nigeria,Savings,185370.32,2018-09-09
ACC0002537,CUST0002396,Barclays,Credit,411497.54,2021-09-10
ACC0002538,CUST0002748,First Bank Nigeria,Savings,435923.59,2023-09-09
ACC0002539,CUST0001317,HSBC,Credit,119564.4,2020-02-21
ACC0002540,CUST0000607,HSBC,Savings,471500.15,2019-11-23
ACC0002541,CUST0002494,JPMorgan Chase,Savings,392702.74,2020-07-10
ACC0002542,CUST0002197,UBA,Credit,171585.67,2019-08-29
ACC0002543,CUST0000012,Barclays,Current,426860.76,2021-09-24
ACC0002544,CUST0002058,HSBC,Current,267807.67,2021-01-26
ACC0002545,CUST0001432,Barclays,Savings,166849.28,2024-04-28
ACC0002546,CUST0000022,HSBC,Savings,135709.36,2023-09-19
ACC0002547,CUST0000106,Citibank,Current,117136.06,2023-02-05
ACC0002548,CUST0001826,HSBC,Savings,334575.45,2023-02-14
ACC0002549,CUST0000551,UBA,Credit,140554.14,2022-08-14
ACC0002550,CUST0000304,JPMorgan Chase,Current,79375.53,2024-10-10
ACC0002551,CUST0000770,Access Bank,Savings,256238.85,2019-05-10
ACC0002552,CUST0001582,Citibank,Current,444014.1,2019-12-18
ACC0002553,CUST0002475,First Bank Nigeria,Credit,95896.48,2018-01-03
ACC0002554,CUST0002913,Barclays,Current,13700.02,2024-06-06
ACC0002555,CUST0001136,Standard Chartered,Savings,224683.35,2020-03-13
ACC0002556,CUST0001181,UBA,Credit,182176.21,2019-09-24
ACC0002557,CUST0001876,Citibank,Savings,86310.06,2020-05-29
ACC0002558,CUST0001439,Access Bank,Current,425361.37,2023-02-22
ACC0002559,CUST0002426,Barclays,Savings,369704.05,2022-12-17
ACC0002560,CUST0000083,JPMorgan Chase,Savings,429271.32,2022-11-15
ACC0002561,CUST0001091,Barclays,Credit,161576.6,2023-07-12
ACC0002562,CUST0002729,JPMorgan Chase,Current,402350.1,2023-11-19
ACC0002563,CUST0000392,Standard Chartered,Credit,368769.58,2021-02-03
ACC0002564,CUST0001027,Citibank,Credit,496179.5,2018-06-02
ACC0002565,CUST0000694,Access Bank,Current,186549.5,2021-06-09
ACC0002566,CUST0000220,JPMorgan Chase,Current,108174.15,2019-07-24
ACC0002567,CUST0002380,Standard Chartered,Savings,28537.62,2019-06-15
ACC0002568,CUST0002209,JPMorgan Chase,Savings,239722.09,2018-11-10
ACC0002569,CUST0000809,Barclays,Credit,10069.15,2019-08-22
ACC0002570,CUST0001118,Access Bank,Credit,166972.46,2023-05-05
ACC0002571,CUST0000973,Citibank,Savings,49496.94,2020-10-21
ACC0002572,CUST0002377,Barclays,Credit,289786.37,2021-11-23
ACC0002573,CUST0000648,Standard Chartered,Savings,191692.12,2022-07-01
ACC0002574,CUST0001908,Standard Chartered,Savings,365799.6,2024-06-09
ACC0002575,CUST0001535,Citibank,Current,31823.16,2022-01-23
ACC0002576,CUST0000800,Barclays,Credit,139023.74,2021-01-27
ACC0002577,CUST0001181,Access Bank,Current,243871.9,2020-03-09
ACC0002578,CUST0000834,Access Bank,Current,127327.97,2024-12-07
ACC0002579,CUST0000441,HSBC,Credit,465920.7,2022-07-01
ACC0002580,CUST0002127,First Bank Nigeria,Savings,13319.54,2022-01-10
ACC0002581,CUST0000570,JPMorgan Chase,Savings,371471.52,2023-09-01
ACC0002582,CUST0000140,First Bank Nigeria,Savings,486718.41,2020-01-16
ACC0002583,CUST0000153,Access Bank,Current,426508.94,2020-06-13
ACC0002584,CUST0000565,Access Bank,Savings,136049.0,2019-03-09
ACC0002585,CUST0002993,Standard Chartered,Credit,344118.54,2024-09-04
ACC0002586,CUST0001353,UBA,Savings,55880.25,2023-06-13
ACC0002587,CUST0002366,JPMorgan Chase,Current,207210.08,2020-01-14
ACC0002588,CUST0000692,JPMorgan Chase,Savings,116734.14,2022-05-30
ACC0002589,CUST0002213,Standard Chartered,Savings,52397.28,2023-06-20
ACC0002590,CUST0001601,First Bank Nigeria,Savings,124662.5,2022-06-12
ACC0002591,CUST0002943,JPMorgan Chase,Credit,315844.23,2018-10-26
ACC0002592,CUST0001891,JPMorgan Chase,Current,131695.88,2021-08-21
ACC0002593,CUST0001989,HSBC,Current,449616.8,2018-07-15
ACC0002594,CUST0002763,Citibank,Current,331520.41,2024-06-25
ACC0002595,CUST0002803,UBA,Current,245301.43,2021-07-02
ACC0002596,CUST0001871,First Bank Nigeria,Current,373674.76,2023-06-30
ACC0002597,CUST0001956,First Bank Nigeria,Savings,237128.04,2023-02-16
ACC0002598,CUST0001559,JPMorgan Chase,Savings,399006.72,2024-05-20
ACC0002599,CUST0000307,HSBC,Credit,13112.23,2019-03-27
ACC0002600,CUST0001330,JPMorgan Chase,Savings,16345.31,2019-04-09
ACC0002601,CUST0000529,UBA,Current,368033.66,2023-10-01
ACC0002602,CUST0001724,HSBC,Credit,244987.03,2020-05-10
ACC0002603,CUST0000382,HSBC,Savings,429864.62,2024-11-27
ACC0002604,CUST0000176,Citibank,Credit,463429.32,2022-01-13
ACC0002605,CUST0002944,Barclays,Savings,180827.3,2024-04-01
ACC0002606,CUST0000934,UBA,Savings,137914.45,2019-09-29
ACC0002607,CUST0000918,JPMorgan Chase,Savings,270818.05,2023-04-22
ACC0002608,CUST0000731,Standard Chartered,Current,99939.48,2022-09-15
ACC0002609,CUST0002038,HSBC,Current,464152.7,2021-04-07
ACC0002610,CUST0001718,HSBC,Savings,189414.42,2023-04-10
ACC0002611,CUST0001124,Citibank,Savings,153264.35,2022-03-26
ACC0002612,CUST0002732,Citibank,Savings,104120.54,2019-10-15
ACC0002613,CUST0000603,UBA,Credit,384536.96,2021-03-09
ACC0002614,CUST0002514,Barclays,Credit,310042.23,2020-02-21
ACC0002615,CUST0002794,Access Bank,Credit,439355.23,2021-05-12
ACC0002616,CUST0000263,Barclays,Current,319396.81,2019-07-08
ACC0002617,CUST0000280,Citibank,Credit,192714.19,2022-10-26
ACC0002618,CUST0000188,Barclays,Savings,122770.0,2024-05-13
ACC0002619,CUST0001700,JPMorgan Chase,Savings,469114.0,2020-11-20
ACC0002620,CUST0000152,Barclays,Credit,205322.52,2019-07-26
ACC0002621,CUST0000976,Standard Chartered,Current,370131.92,2024-05-14
ACC0002622,CUST0002098,HSBC,Current,408568.08,2024-03-07
ACC0002623,CUST0002469,Access Bank,Savings,188590.04,2023-12-04
ACC0002624,CUST0001247,Access Bank,Credit,369025.48,2022-11-03
ACC0002625,CUST0002582,Standard Chartered,Current,490222.72,2021-02-10
ACC0002626,CUST0001977,HSBC,Current,456861.28,2021-11-21
ACC0002627,CUST0000688,UBA,Current,166316.23,2019-09-01
ACC0002628,CUST0002427,Barclays,Credit,130914.57,2019-04-30
ACC0002629,CUST0002384,Barclays,Current,468988.55,2024-07-16
ACC0002630,CUST0002717,Access Bank,Credit,472722.95,2018-07-04
ACC0002631,CUST0002412,First Bank Nigeria,Current,1869.21,2024-12-25
ACC0002632,CUST0001796,Standard Chartered,Savings,249825.04,2022-11-23
ACC0002633,CUST0002603,HSBC,Credit,367758.59,2020-03-28
ACC0002634,CUST0002054,JPMorgan Chase,Savings,297113.5,2020-11-05
ACC0002635,CUST0002444,Standard Chartered,Savings,196745.7,2022-09-27
ACC0002636,CUST0002983,HSBC,Current,326369.19,2024-01-10
ACC0002637,CUST0002054,HSBC,Credit,45087.42,2021-10-11
ACC0002638,CUST0001094,UBA,Credit,131544.69,2021-03-26
ACC0002639,CUST0001805,Access Bank,Savings,461103.41,2024-08-24
ACC0002640,CUST0000878,JPMorgan Chase,Savings,475993.79,2022-08-04
ACC0002641,CUST0001686,UBA,Savings,427454.47,2019-12-27
ACC0002642,CUST0002070,UBA,Current,22214.07,2024-10-02
ACC0002643,CUST0001946,Standard Chartered,Savings,115242.14,2020-03-21
ACC0002644,CUST0000035,First Bank Nigeria,Savings,27738.58,2019-08-16
